Title,Author,URL,Body
"Enough With The Fucking Sourdough, Cafes Told",Colm Williamson,https://waterfordwhispersnews.com/2023/09/05/enough-with-the-fucking-sourdough-cafes-told/," TIRED with being given sourdough as a standard type of bread-based accompaniment with their meals, Ireland’s cafe and restaurant customers have called on owners and chefs to give it a fucking rest already. “It’s like the panini plague of the early noughties when it seemed there was no other type of bread left in Ireland at the time,” one regular cafe customer recalls, “if I want stale textured air bubbled bread I’ll ask for sourdough, but otherwise just give me the normal, good old fashioned sliced pan for now.   “No one wants an Irish breakfast with fecking sourdough – sure the egg yolk falls through the bloody holes, which is absolute madness”. Noted as a bread for people with notions, sourdough weaseled its way into Irish food menus pre-Covid, before infesting every single cafe, restaurant and fine dining establishment in the country with its pretentious crust. “What pisses me off is the bloody muck isn’t neither sour or doughy,” another normal bread enthusiast pointed out, “besides, it’s far from sourdough most Irish people are raised – it doesn’t even toast nice”. Meanwhile, bakers have confirmed they’re currently deciding on the next big bread fad to flog to the nation. “We’ve gone through baguette, pitta, panini, ciabatta, brioche; I think it’s time to give rye bread a whirl,” one local baker suggested, before being beaten to death."
How Many Puns Can We Get Out Of Durex’s Erection Screw Up?,Julius Hubris,https://waterfordwhispersnews.com/2023/09/01/how-many-puns-can-we-get-out-of-durexs-erection-screw-up/," RKT-M-36664 CROWDS couldn’t help but stand to attention as they bore witness to Durex’s erection screw up which saw the brand struggle to slide their well-proportioned packaged advert correctly into a prominent Dublin city billboard slot. WWN, ever the respectable news publications with irreproachable journalist integrity has endeavoured to see how many puns it can jam into an article. Beating off stiff competition to the title of most embarrassing advertising faux-pas, Durex’s glorious hole in one came out of nowhere appearing on a billboard at the crack of dawn. “I just heard one worker shout ‘is it in yet?’, and then a lot of heavy breathing and someone shouting, ‘are you mad, it’s not going to fit in there!’ you’d think they would have checked if it fitted first,” said one onlooker. Rumours have spread that it may have been a case of a cocky intern who declined to measure for the pleasure of finishing a job to completion and is now faced with having to go down again to ensure correct entry to the advertising hoarding is achieved. “Just a tip; but it’s best to bring a tape measure to confirm any claims made by someone you’re jumping into bed with, in the business sense of course, at the climax of these things you want to leave satisfied by a job well done but by the looks of it there’s plenty of hammering left to do,” said one billboard fitting expert as workmen stared perplexed at the ill-fitting advertisement. Like trying to pack your sleeping bag back into its sheath after a weekend at a festival, if it’s not the right fit it could end up looking more squeezed than a tube of toothpaste. “I wouldn’t come down too hard on anyone, some people don’t know things don’t fit until doing a bit of research,” added the expert. Elsewhere, Irish men demanded a recount after a research found over 60% of women don’t orgasm every time they have sex. Always read the instructions."
New STD Test Kit Company Delivers Results To Your Workplace Via Brass Band,Julius Hubris,https://waterfordwhispersnews.com/2023/08/24/new-std-test-kit-company-delivers-results-to-your-workplace-via-brass-band/,"SEEKING to set themselves apart from the crowd of similar companies offering home STD kit tests, Irish business ResultKit have launched a fun new service which sees a brass band coming to your place of work to give you the good or bad news. “It’s just such a serious and boring industry we wanted to stand out from the crowd, y’know innovate don’t stagnate. And so the band was born. This is Dave he’s on gonorrhea trumpet, Emer is on syphilis sax, Will is the preeminent genital herpes French horn player we have,” explained ResultKit founder Andrew Dowling. Dowling explains that each instrument has been designated an STD therefore when a customer hears that instrument take a solo when they burst into their place of work, they have their diagnosis. “It’s a bit of pizzazz that the home STD kit testing industry has been missing, a confirmation text or email feels very impersonal, too private and discreet,” added Dowling, who doubles up on orchestral percussion cymbals whenever someone is getting Hep C news. So far, ResultKit only has happy customers. “Despite the knob rot diagnosis I didn’t have time to feel sad because they was a brass band marching through the office, it broke up what was otherwise a very boring performance view with my boss. And it killed two birds with one stone because we’d had sex last month so technically it was her news too,” said customer Niall Bollins."
N/A,N/A,https://waterfordwhispersnews.com/2023/08/24/nct-urged-to-ditch-cashless-move-and-just-do-their-fucking-job-on-time/,N/A
Local Woman Appointed New Girl’s ‘Work Mam’ Against Her Will,Julius Hubris,https://waterfordwhispersnews.com/2023/08/21/local-woman-appointed-new-girls-work-mam-against-her-will/,"FIFTHY FOUR year old Carmel Carmody has slowly come to the realisation that new hire 25-year-old Suzie Higgins has attached herself like barnacle to the secretary in a bid to have all her work done by someone else, namely Carmody. “At first I thought she was just being nice, but after the 4,347th ‘sorry to bother you but quick Q for my Carmel boo’ I realise this work-shy little bitch can’t function by herself,” confirmed Carmody. Admittedly, Carmody confessed to falling for the doe-eyed routine Higgins employed since starting work at Hanley Financial Services in a bid to lighten her workload and have everything done for her. “Before I copped on, I was finishing some of her assignments, asking her boss to go easy on her because she’s a good egg, constantly covering for her. Fuck me, I already have two kids who can barely tie their shoelaces I don’t need a third,” offered Carmody, who has now downgraded Higgins from ‘I see a bit of myself in her’ to ‘right little madam’. Carmody’s unwanted and unaccepted responsibilities now include reminding Higgins of all her looming deadlines, how to formulate emails, pointing out that 2 hours for lunch is excessive and providing tissues for all meltdowns. For her part Higgins just needs to keep up the ‘OMG you’re such a life saver’ routine until she passes her probation period at which point she will plot a promotion to another department and never acknowledge Carmody again."
N/A,N/A,https://waterfordwhispersnews.com/2023/08/08/cafe-on-day-137-of-using-sorry-new-chef-excuse/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/08/04/mans-finger-expertly-trained-to-hit-no-tip-on-card-machine-within-0-0003-of-a-second/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/07/31/how-many-more-fucking-years-of-this-bullshit-contemplates-man-on-commute-to-work/,N/A
Elon Musk Declared A Genius After Jamming Fork In Plug Socket,Julius Hubris,https://waterfordwhispersnews.com/2023/07/24/elon-musk-declared-a-genius-after-jamming-fork-in-plug-socket/,"PLUCKY self-made billionaire and owner of Twitter Elon Musk is once again wowing superfans with his latest incomprehensibly awesome feats of genius, this time repeatedly jamming a fork into a live plug socket. “His genius is limitless, like, no normie would have the intellectual bandwidth to repeatedly electrocute themselves as his handlers beg him to stop. We’re just not worthy, sure he’s cooking his skin and repeatedly saying ‘ow, it stings’ but you just don’t get it, it’s genius,” said one Musk worshiper.  The latest in a long line of truly unique and ambitious moonshots of a brain fart comes after Musk announced Twitter would ditch its bird logo and be called ‘X’. “This is the outside the box thinking that people are jealous of, it’s like Thomas Edison and Albert Einstein ejaculated their collective genius directly onto his brain. It’s branding 101 to announce the replacement of a brand which is so synonymous it’s become a verb, and especially doing it all on a whim because you want to impress strangers on the internet, duh” said one Twitter user, who is possibly Musk’s recently discovered burner account on which he tweets Xs as his 4-year-old son in predictably creepy fashion. “Whatever next? Buying a company for $44bn, presiding over a halving of its ad revenue and then clunkily rebranding it with empty Silicon Valley buzzwords and jargon? ‘X’ like the cancel button or an annoying pop up you want to get rid of? So clever. Sign me up!”"
N/A,N/A,https://waterfordwhispersnews.com/2023/07/21/woman-mulling-over-career-change-surprised-by-lack-of-six-figure-jobs-for-doing-fuck-all/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/07/18/hilarious-mortgage-holders-under-the-impression-they-own-the-house/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/07/17/maybe-giving-money-to-alleged-sex-trafficker-putting-advertisers-off-twitter-ponders-musk/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/06/29/banks-now-require-first-time-buyers-to-leave-bloodied-corpse-of-rival-buyer-on-doorstep/,N/A
Buckfast Launch ‘Buckast 0.0’,Colm Williamson,https://waterfordwhispersnews.com/2023/06/28/buckfast-launch-buckast-0-0/," DO you really enjoy the syrupy cough medicine taste of the popular session tonic wine Buckfast but are currently off the sauce because of its propensity to give you an awful dose of criminal convictions in the morning? Well, there’s some good news on your way as the monks at Buckfast Abbey have now released a brand new 0.0 version. Sick of its poor reputation across the world as being labelled ‘lunatic soup’ and being unable to advertise their products due to strict advertising laws, the holy manufacturers will join the rest of the alcohol distillery world in their quest to put images of this intoxicating beverage into your eyeballs, down your retinas and into your cerebral cortex in a bid to spark your neurons into desiring a taste of alcohol. “Fuck it, we know it will cost us a fortune to make zero alcohol Buckfast that very few people will drink, but being able to advertise it like a normal beverage without all the constraints will boost sales of our original product,” a spokesmonk for the Abbey stated, “Heineken zero, Guinness Zero, fucking gin zero; no cunt in their right mind will enjoy this muck but look it, if it gets us in the back door like the rest of them then it’s worth a fucking shot”. Buckfast 0.0 will still have all the great taste of the original and manufacturers claim it will still make you ‘fuck fast’. “Yeah, there’s still a bucket of caffeine in each fucking bottle that would make a racehorse’s heart explode, so perfect for those skaggy Sunday morning session trips to the shops tripping over your own jaw,” the spokesmonk concluded."
N/A,N/A,https://waterfordwhispersnews.com/2023/06/28/pilots-fuel-gauge-always-in-the-red/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/06/27/tradesman-removes-no-job-too-small-slogan-from-van/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/06/23/perfect-venue-for-zuckerberg-musk-fight-identified/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/06/19/man-to-drop-one-more-choc-ice-all-over-himself-for-old-times-sake/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/06/15/local-man-isnt-himself-until-he-hands-multinational-tax-dodging-company-e4-for-a-cup-of-watery-piss/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/06/08/tesco-to-trial-not-gouging-customers-for-a-bit/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/06/06/cost-of-being-a-dickhead-soars/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/05/24/ikea-cuts-man-off-for-his-own-good/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/05/22/oh-great-another-company-just-posted-record-profits/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/05/12/inventor-of-hot-desking-buried-in-nearest-empty-grave/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/05/12/shiv-roy-announced-as-new-twitter-ceo/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/05/11/government-warns-retailers-profiteering-from-high-prices-can-only-go-on-for-another-few-years/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/05/02/majority-of-irish-towns-just-vape-shop-cex/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/04/25/reasons-why-ireland-has-europes-most-expensive-electricity/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/04/14/revolut-just-needs-taxpayer-funded-bailout-to-qualify-as-real-bank/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/04/12/other-than-hello-everything-man-said-in-job-interview-pure-waffle/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/04/03/remote-working-dont-fuck-this-up-on-us-kevin/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/03/23/revolut-promise-same-non-existent-customer-service-for-car-insurance/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/03/20/irish-house-prices-rise-87-on-news-of-potential-global-banking-collapse/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/03/20/would-you-look-at-the-time-its-banking-crisis-oclock/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/03/15/mark-zuckerberg-metaverse-avatar-reveals-mark-zuckerberg-has-been-let-go/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/03/13/the-silicon-valley-bank-collapses-explained-by-homeless-san-francisco-man/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/03/08/starbucks-baristas-given-sensitivity-training-for-dealing-with-irish-names/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/02/23/local-td-not-so-quick-to-claim-new-job-losses-announcement/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/02/22/google-criticised-for-doodle-depicting-fired-employees/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/02/21/mick-wallace-cut-from-wine-advisor-role-after-recommending-nothing-but-buckfast/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/02/20/heres-what-facebooks-11-99-a-month-paid-verification-gets-you/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/02/17/list-of-towns-irelands-power-grid-can-sacrifice-for-data-centres/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/02/15/popular-restaurant-name-here-closes-after-years-in-business-here/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/02/14/dozens-of-lilt-men-made-redundant/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/02/07/soaring-bp-profits-not-related-to-soaring-bp-gouging/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/02/03/local-man-wondering-how-to-do-that-thing-where-you-just-get-all-your-debt-written-off/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/02/02/laid-off-tech-worker-always-feared-the-day-would-come-when-hed-have-to-do-real-work/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/02/01/energy-company-to-wipe-you-down-with-your-own-pants-when-finished/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/01/24/man-charged-with-killing-mms-after-catching-them-in-bed-with-wife/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/01/23/world-experiencing-shortage-of-boxes-people-clear-their-desks-into-when-laid-off/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/01/20/multinationals-reassure-soon-to-be-fired-employees-that-profits-wont-be-harmed/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/01/20/man-who-buys-everything-online-from-tax-evading-us-retailer-furious-over-argos-closure/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/01/19/applegreen-launch-reduced-to-clear-pumps/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2023/01/03/previously-on-your-place-of-work/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2022/12/16/plane-tracker-shows-elon-musks-current-location/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2022/12/15/arrest-of-ftx-founder-should-bring-end-to-crypto-scams/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2022/12/13/elon-musk-not-crying-youre-crying/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2022/12/08/new-apple-update-lets-you-save-one-chinese-child-labour-victim-of-your-choice/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2022/11/28/twitter-staff-tell-musk-to-leave-giant-plug-alone-just-stop-thinking-about-it/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2022/11/18/new-gps-data-shows-tesla-cars-meeting-up-at-night-when-owners-are-asleep/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2022/11/17/motor-insurance-premiums-falling-by-17-in-last-5-years-is-news-to-local-man/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2022/11/15/3-1-odds-on-new-gambling-bill-not-making-a-difference/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2022/11/15/waterford-millionaire-alan-rust-completes-e147000-purchase-of-aertel/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2022/11/11/i-dont-know-about-you-but-i-think-im-nailing-this/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2022/11/11/twitter-users-return-to-facebook-with-tail-between-legs/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2022/11/10/musk-appoints-neuralink-monkey-as-chief-technology-officer/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2022/11/08/martin-vows-to-help-tech-companies-pay-any-fines-they-receive-for-breaking-employment-law/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2022/11/07/wash-your-claws-sneeze-into-your-wing-stage-5-lockdown-for-poultry/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2022/11/07/zuckerberg-insisting-on-announcing-mass-layoffs-in-metaverse-meeting/,N/A
No Evidence That Relying On Handful Of Multi-Nationals For Majority Of Tax Intake Could Back Fire In Anyway,Julius Hubris,https://waterfordwhispersnews.com/2022/11/03/no-evidence-that-relying-on-handful-of-multi-nationals-for-majority-of-tax-intake-could-back-fire-in-anyway/,"POLICY experts and government advisers have confirmed once again that the vast bulk of the Nation’s corporation tax revenue coming from a handful of companies is merely a sign of an incredibly secure, vibrant and in no way overexposed economy, WWN can reveal. Latest exchequer figures show the State is on course for a record tax take, due in no small part to the outsized contribution of just 10 multi-national companies who account for more than 60% of corporate tax receipts. “I’ve yet to see a compelling case made for how this could ever screw Ireland over, not even if there was an impending international recession, which last time I checked hasn’t been predicted anywhere,” shared one local businessman, who sold CDs out of a van. “Corporation tax receipts were up 72% on last year, now I’m no economist but how could that sort of growth ever slow,” added Minister for Finance Pascal Donohoe, before calling Ireland’s economy ‘robust’ just 74 times in under a minute. Keen to stress that this sort of over reliance does not need addressing in any way, Tániste Leo Varadkar has ordered all future Commission on Taxation reports to be pulped lest they once again suggest an increase in inheritance and income taxes. Measures currently under consideration by the government include: – A Sinn Féin tax which will see Pearse Doherty forced to cough up money every time he mentions a wealth tax. – Politely asking energy companies if they’d consider agreeing to being subjected to a ‘windfall tax’, not before 2065 but no worries if not. – Sitting on hands for next 40 years and posting a ‘shocked Pikachu’ face whenever the shit hits the fan."
N/A,N/A,https://waterfordwhispersnews.com/2022/11/01/we-couldnt-have-done-this-without-dear-vlad-big-oil-thanks-putin-for-profits/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2022/10/19/doctors-fear-for-delusional-man-who-claims-metaverse-is-the-future/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2022/10/12/drug-dealer-cant-wait-to-stuff-free-drugs-into-trick-or-treat-sweets-this-year/,N/A
N/A,N/A,https://waterfordwhispersnews.com/2022/10/11/the-lost-art-of-brown-enveloping/,N/A
