Title,Author,URL,Body
Net Company to Hold Second IPO,admin,https://www.satirewire.com/net-company-to-hold-second-ipo/,"
San Francisco (SatireWire.com) – PeoplePC, whose initial public offering bombed last month, said today its first IPO shouldn’t count, and urged investors to return their shares so the company can try again. 
“Let’s do best two out of three,” said company CEO Nick Grouf, who watched shares fall from $10 to just below $9 on opening day. 
Grouf promised his firm would do better next time, and dismissed suggestions that the drop was the result of PeoplePC’s questionable business model. The company sells Internet access and PCs to members for $24.95 a month. According to Grouf, the model played a role, but the real problem was an erroneous offering price. “Considering that we fell 11 percent, pricing at $10 was clearly a mistake,” he said. “We should have priced at $20. That way, we’d be sitting at nearly $18.” 
“Yes in fact, I do have an MBA,” Grouf added. “Why?”
Copyright © 2000-2009, SatireWire. 
"
Russian-Pizza Hut Rocket Explodes; Thin Crust Blamed,admin,https://www.satirewire.com/russian-pizza-hut-rocket-explodes-thin-crust-blamed/,"







Astana, Kazakhstan (SatireWire.com) – The Pizza Hut-sponsored Russian rocket carrying international space station equipment exploded while in orbit today, just days after its launch. Russian Space Agency officials immediately blamed the proton rocket’s “thin, crunchy crust,” insisting they had ordered a deep dish Pan Proton rocket, which is thicker. Pizza Hut officials, however, argued the Russians could only afford the Thin ‘n Crispy®. “If they were so concerned, they shouldn’t have ordered the mushrooms and black olives,” said company spokesman Rick Cavella. “That was $20 million extra.”
On a brighter note, Cavella pointed out that Earth’s upper atmosphere is now a tantalizing mouthful of flavors, dripping with fresh cheese and new tomatoes.

Copyright © 2000-2009, SatireWire. 
"
THE GREENSPAN EFFECT,admin,https://www.satirewire.com/the-greenspan-effect/,"







DEC 11
St. Louis (Satirewire.com) – Anheuser-Busch, the nation’s largest alcoholic beverage producer, filed for Chapter 11 bankruptcy yesterday after Federal Reserve Board Chairman Alan Greenspan reportedly switched his drink order from a Michelob Lite to a dry martini while at a Georgetown restaurant. Olive futures soared on the news.
DEC. 28
Los Angeles (Satirewire.com) – Geffen Records signed the always controversial “Godfather of Soul,” James Brown, to a $94 million, two-album deal after published reports claimed Federal Reserve Board Chairman Alan Greenspan got out of the shower Tuesday morning and told his wife, “I feel good.” 
JAN. 14
Boston, Mass. (Satirewire.com) – Michael C. Hawley, chairman and chief executive officer of The Gillette Company, was summarily executed this morning after Federal Reserve Board Chairman Alan Greenspan reportedly nicked himself with a Gillette MACH3 razor. 
FEB. 2
Washington, D.C. (Satirewire.com) – An 18th Century hickory rocker was condemned to Hell yesterday after Federal Reserve Board Chairman Alan Greenspan reportedly stubbed his toe on the chair and was unable to stifle a cry of “Goddamnit!” 
FEB 14
Washington, D.C. (Satirewire.com) – The sun, which rose this morning, will in all likelihood set this evening if, as expected, Federal Reserve Board Chairman Alan Greenspan does not oppose it. 
Copyright © 2000-2009, SatireWire. 
"
"MCI Offers New ""Friends and Family and FBI"" Plan",admin,https://www.satirewire.com/mci-offers-new-friends-and-family-and-fbi-plan/,"







Clinton, Miss. (SatireWire.com) – Promising to save you money on the calls you make the most, MCI today unveiled its new “Friends and Family and FBI” plan, allowing customers to add any branch office of the Federal Bureau of Investigation to their circle of regularly called friends and family. 
“At MCI, we realize you don’t want to pay a lot to report suspicious activity,” said MCI spokesman Mandy Grithway. “Under our new program, all you do is provide us with the phone numbers of the relatives, friends, and field agents you want in your circle, and if they sign up too, you’ll receive up to 25 percent off those calls.
“Whether you’re phoning up to say hello, to plan for the holidays, or just to report an unusual white van cruising around the local reservoir, ‘Friends and Family and FBI’ meets your everyday calling needs,” he added.

Copyright © 2001-2009, SatireWire. 
"
Business-To-Unemployment (B2U) Dubbed Next Big Thing,admin,https://www.satirewire.com/business-to-unemployment-b2u-dubbed-next-big-thing/,"
San Jose, Cal. (SatireWire.com) – It’s taken a couple of years for the Next Big Thing in e-business to reveal itself, but after another massive wave of dot-com cutbacks this week, analysts have concluded the Internet is migrating toward a layoff-based business model, which they’re already labeling B2U, or Business-to-Unemployment. 
“Like most true sea changes, we didn’t recognize this one until it was staring us in the face,” said Gartner Group analyst Pam Wallaby, who refused to explain how a sea change can stare one in the face. “But if you look at how aggressively dot-coms have been disintegrating, it’s clear that to be an Internet player today, you have to focus on layoffs.” 
Tim Draper, of venture firm Draper Fisher Jurvetson, asserted that he won’t even look at a new business plan if it doesn’t include a layoff schedule. “We’re still getting proposals from B2B and even B2C entrepreneurs, but I think the ideal startup today has to FLLO,” said Draper, referring to the newly-minted ‘Form-Launch-Lay-Off’ business model “That, to me, is the new definition of a pure-play Internet company.” 
Copyright © 2000-2009, SatireWire. 
"
Dot-Coms Just Dying to Get Prized OTC Listings,admin,https://www.satirewire.com/dot-coms-just-dying-to-get-prized-otc-listings/,"







New York, N.Y. (SatireWire.com) – In an emerging trend analysts are comparing to the IPO mania of 1998-1999, publicly-traded Internet companies are leaving the Nasdaq in a mad rush to have their struggling shares listed instead on the obscure Over-the-Counter stock market, a difficult but not impossible task achieved by strategically failing to meet minimum Nasdaq requirements. 
Executives at dot-coms such as Beyond.com and DrKoop denied they were purposely underachieving, but so far, analysts aren’t buying their arguments. “Look at how these companies spend and lose money, the way they just happen to let their stock prices fall below the $1 minimum necessary to stay on the Nasdaq,” said PaineWebber analyst Kevin Krieger. “They can deny it, but it’s obvious to everyone they’re just dying to get on the OTC.” 
 In fact, Krieger estimates that by 2002, more than 80 percent of dot-coms will attempt the heady jump from the Nasdaq to the OTC. Asked why, Krieger pointed out that unlike a Nasdaq-listed firm, an OTC company avoids interruptions and attention from analysts, the press, investors, and other companies, he said. In addition, it can see its stock trade “many hundreds” of shares in a single day
Copyright © 2000-2009, SatireWire. 
"
"Domino's-Sponsored Rocket Late, Probably Cold",admin,https://www.satirewire.com/dominos-sponsored-rocket-late-probably-cold/,"







Astana, Kazakhstan (SatireWire.com) – After yesterday’s explosion of the Russian rocket sponsored by Pizza Hut, (see story), the Russian Space Agency this morning launched its backup rocket, sponsored by Dominoes, but the vehicle and its pilot, 17-year-old high school dropout Nick Turley, are already two hours late and apparently lost. Said cosmonaut Uri Petrovic, who is impatiently waiting for the rocket aboard the international space station: “The guy called twice for directions. It’s probably cold anyway. No way does he get a tip.” 
Copyright © 2000-2009, SatireWire. 
"
DRUNK REPORTERS RENAME NASDAQ,admin,https://www.satirewire.com/drunk-reporters-rename-nasdaq/,"







New York, N.Y. (SatireWire.com) – The National Association of Wall Street Journal and Lesser Business Reporters, frustrated that the erratic stock market precludes them from easily identifying it as bull or bear, got horribly drunk last night and unilaterally renamed the NASDAQ stock market “Dorothy Hamill,” a name they promised to use in print until “a two-thirds majority” of the members sobered up. 
Copyright © 2000-2009, SatireWire. 
"
85 Percent of Nation's 2.9 Million Jobless Say They're Not Just Statistic,admin,https://www.satirewire.com/85-percent-of-nations-2-9-million-jobless-say-theyre-not-just-statistic/,"
Washington, D.C. (SatireWire.com) – In a new Gallup poll on the dehumanizing aspects of job loss, nearly 85 percent of the nation’s 2.96 million unemployed said they “agreed somewhat” or “agreed strongly” with the statement, “I am not just some mind-numbing statistic.” 
“I think what we found quite interesting was that the overwhelming majority of respondents, 75 percent, said they were genuinely hurt by efforts to categorize and compartmentalize their difficulties,” said Gallup researcher Evan Krest. “This was particularly true of women between the ages of 30 and 49, and men who have been unemployed for six months or more.”
But the most empirically moving answers, Krest added, were given by the 62 percent who said they hoped the study would finally put a human face on their anonymous plight.
“One 18-to-29-year-old woman said she was a real person with a real name and real problems that could not possibly be adequately conveyed using cold-blooded numbers,” he recalled. “Unfortunately, her responses were within the margin of error of plus- or minus-3 percent, so she didn’t count.”

Copyright © 2001-2009, SatireWire. 
"
"""Sponsorship Rectangles"" Replace Banner Ads",admin,https://www.satirewire.com/sponsorship-rectangles-replace-banner-ads/,"







New York, N.Y. (SatireWire.com) – In a surprise concession, the Internet Advertising Bureau today acknowledged the banner ad is dead, but expressed confidence that its latest innovation, “Sponsorship Rectangles,” will spread quickly and reignite online advertising. 
According to the IAB, the Sponsorship Rectangle is a radically new marketing concept that allows companies to “sponsor” individual Web pages by placing special “company messages” in a 468×60-pixel rectangle atop each page. These messages can be used to promote a product, company, or event, and can even be “animated” to draw attention to the sponsor. 
“Basically, we told our member ad agencies to throw out the banner ad concept and start from scratch,” explained IAB spokesman Tim Turpin. “I think it’s fair to say that they rose to the challenge just as you would expect.” 
Copyright © 2000-2009, SatireWire. 
"
"Telecom Merger Will Create First ""Single Phone Company""",admin,https://www.satirewire.com/telecom-merger-will-create-first-single-phone-company/,"







San Antonio, Texas (SatireWire.com) – In a landmark decision expected to create an unprecedented “single, nationwide phone company,” a federal judge yesterday approved the merger of BellSouth, SBC, Sprint, Verizon, MCI, Qwest and 40 other communications firms. The combined company, which would become America’s first “sole provider” of local and long-distance service, will go by the new name of “American Telephone & Telegraph.” 
“Historically, we have forced people to choose from among several phone different companies and pricing plans, which is confusing and anti-consumer,” wrote Judge Thomas Akers. “Entrusting all service to a massive, single company – a mother figure, if you will – seems like something we at least ought to try.”
Analysts, however, warned the concept of a single phone company is untested, and speculated such a firm would meet several obstacles. “For instance, if you have just one phone company, it has to service the entire nation all by itself without any competition,” said IDG telecom analyst Fenton Frederick. “Without knowing what prices competitors charge, how will it know what to charge?”
Responded new American Telephone & Telegraph CEO Charles Lee: “Oh, I’m sure we’ll manage.”

Copyright © 2000-2009, SatireWire. 
"
"Greenspan ""I'm More Popular Than Jesus""",admin,https://www.satirewire.com/greenspan-im-more-popular-than-jesus/,"







Washington, D.C. (SatireWire.com) — Federal Reserve Board Chairman Alan Greenspan, who told a London Evening Standard reporter last week he was “more popular than Jesus Christ,” apologized today to the world’s 600 million Roman Catholics, and asked them to please get the hell off his lawn. “I was not saying I was greater or better than Jesus,” Greenspan told the followers. “Now go away, and take all this myrrh with you.” 
Copyright © 2000-2009, SatireWire. 
"
AIRLINE CUTS COCKPIT CHATTER,admin,https://www.satirewire.com/airline-cuts-cockpit-chatter/,"







Newark, N.J. (SatireWire.com) – Continental Airlines, concerned over studies linking car phone use to traffic accidents, today moved to preempt similar incidents in the sky by banning the use of all communications devices in cockpits. According to Continental, an internal study revealed that its flight crews were “continually on the radio,” most often with air traffic controllers, and particularly before takeoff and landing when, said a spokesman, “they should be concentrating the most.”
Copyright © 2000-2009, SatireWire. 
"
Consumer Reports Says Consumer Reports Unsafe,admin,https://www.satirewire.com/consumer-reports-says-consumer-reports-unsafe/,"







Yonkers, N.Y. (SatireWire.com) – Consumer Reports today issued a product safety warning on Consumer Reports, saying the popular magazine can easily overturn, has been linked to numerous hand lacerations, and is highly flammable. 
In its August 2001 issue, the respected periodical demanded that the Consumers Union, which publishes Consumer Reports, recall the magazine based on safety tests of the August 2001 issue.
“Our testers sustained small cuts on their fingers from page edges, and found that the magazine repeatedly and easily caught fire when exposed to a heat source, such as a match,” Consumer Reports said. “In addition, the magazine would likely have turned right over if not for the safety outriggers that engineers attached to the cover.”
People looking for unbiased product information in magazine format should avoid the August 2001 Consumer Reports until the safety problems have been corrected, the magazine added.
Further information on the warning can be found in the August 2001 issue of Consumer Reports.

Copyright © 2001-2009, SatireWire. 
"
European Central Bank to Intervene in Football Matches,admin,https://www.satirewire.com/european-central-bank-to-intervene-in-football-matches/,"
Frankfurt, Germany (SatireWire.com) – In a surprising tactical shift, the frustrated European Central Bank announced yesterday it will no longer intervene to bolster the sagging euro, but will instead intervene in English Premier League football matches. Its first test came in Saturday’s battle between Manchester United and Coventry, in which the Central Bank substituted German monetary theorist Otmar Issing for injured Man U. midfielder Paul Scholes in the 48th minute. Moments later, the 64-year-old Issing took a solid cross from teammate David Beckham and neatly tucked a header inside the near post. Manchester United won 2-1. 
Central Bank President Wim Duisenberg immediately declared the win a policy victory, but Coventry manager Gordon Strachan was angry that he was forced to replace striker Moustapha Hadji with 61-year-old Finnish Central banker Sirkka HÃ¤mÃ¤lÃ¤inen in the 33rd minute.
“Not only is HÃ¤mÃ¤lÃ¤inen a woman, but she’s an economist,” Strachan complained. “Every time ManU pushed forward, she insisted they were going the other way.”

Copyright © 2000-2009, SatireWire. 
 

"
Lieberman Sits Shiva For Dead Dot-Com,admin,https://www.satirewire.com/lieberman-sits-shiva-for-dead-dot-com/,"







Austin, Texas (SatireWire.com) – In an apparent effort to win support from the Internet industry, Democratic vice presidential candidate Joseph Lieberman sat shiva yesterday with executives of online furniture retailer living.com, which filed for bankruptcy this week. 
However, Lieberman’s visit came as a surprise to living.com CEO Shaun Holliday who, not being Jewish, said he wasn’t actually sitting shiva. “A few of us were sitting around the office, talking about what happened, when in walks Sen. Lieberman, all glum, saying ‘Baruch dayan emet,'” Holliday recalled. “Then he hands us a basket of hard-boiled eggs and cooked lentils, insisting it’s his ‘contribution to the Seudat Havra’ah,’ whatever that is.” The executives fled after Lieberman covered all the mirrors, ripped their clothing, and insisted everyone sit on the floor. Added Holliday: “What’s Yiddish for ‘wackadoodle?'”

Copyright © 2000-2009, SatireWire. 
"
Big Tobacco Can't Afford Verdict; Smokers Must Buy More Cigarettes,admin,https://www.satirewire.com/big-tobacco-cant-afford-verdict-smokers-must-buy-more-cigarettes/,"







Miami, Fla. (SatireWire.com) – Tobacco companies insisted today the record $145 billion verdict against them will bankrupt the industry, but victorious plaintiffs refused to let the enemy off the hook and declared they will buy more cigarettes to keep the defendants in business.
“They think they’re pulling a fast one with this bankruptcy strategy,” said a wheezing Clement Dursley, the plaintiffs’ spokesman. “But we’re all going to up our habits to ten packs a day. Those bastards will be swimming in money, and we want our share of the pool.” Attorneys for both the defendants and the plaintiffs denied they were behind the smokers’ resolution. 


Copyright © 2000-2009, SatireWire. 
"
MEDIA METRIX CHANGES MEASUREMENT TERMS,admin,https://www.satirewire.com/media-metrix-changes-measurement-terms/,"
New York, N.Y. (Satirewire.com) – Internet audience measurement firm Media Metrix, seeking to differentiate itself from competitors NetRatings and PC Data, announced yesterday it will no longer use the term “unique visitors” in reference to site traffic, but will instead use the term “poached slinky nuts.” No explanation was given for the change. 
Copyright © 2000-2009, SatireWire. 
"
"Juno, NetZero Merger to Create Largest ISP To Someday Declare Bankruptcy",admin,https://www.satirewire.com/juno-netzero-merger-to-create-largest-isp-to-someday-declare-bankruptcy/,"







Los Angeles (SatireWire.com) – Struggling rivals Juno Online and NetZero announced a $70 million merger Thursday, instantly creating what will be the nation’s No. 2 Internet access provider, and the largest ISP to someday declare bankruptcy. 
In the press conference to discuss the deal, NetZero CEO Mark Goldston said the combined company will continue to provide free Internet access while depending on advertising revenue, a path that allowed the firms to lose a combined $100 million last quarter, and has led the share prices of Netzero and Juno to soar to 95 cents and $1.47, respectively. 
“Individually, our companies were not strong enough to exist and probably would have faded away,” explained Goldston. “But by combining operations, we will have a subscriber base of 7 million, which should prove very attractive to advertisers until we fold.” 
Copyright © 2000-2009, SatireWire. 
"
"Microsoft Hacker Still A Mystery; Sun Releases Sun Office, Sun 2000",admin,https://www.satirewire.com/microsoft-hacker-still-a-mystery-sun-releases-sun-office-sun-2000/,"
Redmond, Wash. (SatireWire.com) – Microsoft executives continued to insist today that whoever hacked into their computer system did not gain access to the source codes of its major products. However, Redmond officials conceded they may never learn the identity of the culprit or culprits. 
In an unrelated note, Sun Microsystems surprised industry observers this morning by releasing Sun Office, Sun NT, and two operating systems called Sun 2000 and Sun Me (Millenium edition).

Copyright © 2000-2009, SatireWire. 
"
Lucent Finds New COO On Stock Message Boards,admin,https://www.satirewire.com/lucent-finds-new-coo-on-stock-message-boards/,"







New York, N.Y. (SatireWire.com) – Lucent Technologies today announced it has ended its search for a new chief operating officer with the surprise hiring of Stockpicker_Dude_78, a frequent poster on various Lucent stock message boards. “We interviewed about 20 people, most from major corporations, but Stockpicker_Dude stood out,” said Lucent CEO Richard McGinn. “For instance, when we asked this one CFO about working for Lucent, she said she would be ‘honored to join such a progressive company,'” McGinn recalled. “But Stockpicker_Dude’s response – ‘This stock will be $100+ by end of month! Shorts cover your asses!’ – was much more spirited.” 
In a brief statement, Stockpicker_Dude said he heard Lucent was a major takeover target, and added he would be loading up on the stock in the morning.

Copyright © 2000-2009, SatireWire. 
"
"Airlines Drop Arrival, Departure Times",admin,https://www.satirewire.com/airlines-drop-arrival-departure-times/,"







Newark, N.J. (SatireWire.com) – Responding to a dramatic rise in complaints over flight delays, several major airlines announced today they will no longer attach “stress-inducing” numbers to arrival and departure times, but will instead use a variety of pleasant, calming nicknames. For example, Continental Airlines’ 10 a.m. Newark-to-San Francisco flight will now leave at “Snookums” and arrive at “Tooey.” The airlines also said they would deal with two other common complaints – lost baggage and cramped seating – by increasing leg room in their lost luggage departments. 
Copyright © 2000-2009, SatireWire. 
"
SHARP SHEEP,admin,https://www.satirewire.com/sharp-sheep/,"







Leeds, England (SatireWire.com) – The British Beef Export Council, finally conceding it cannot guarantee the eradication of Mad Cow Disease, announced today it will discontinue cow production and instead promote the export of genetically-engineered sheep with razor-sharp, serrated edges. Consumer advocates immediately protested, arguing that serrated sheep were more dangerous than infected cows. Farmersm however, said it’s too soon to judge, as for the present, they “can’t get near the fluffy bastards.” 
Copyright © 2000-2009, SatireWire. 
"
Exxon Mobil Declares Martial Law,admin,https://www.satirewire.com/exxon-mobil-declares-martial-law/,"
Dallas, Texas (SatireWire.com) – Exxon Mobil Chief Executive Lee Raymond yesterday declared martial law in the United States, an act that automatically suspended the Bill of Rights and forced nearly 430,000 National Guard troops to patrol the streets of major American cities, which were placed under dusk to dawn curfews. Raymond rescinded the order this morning, explaining that he was only conducting a test. 
“I just wanted to see if it was really true that we were running things now,” he said, adding, “Cool.” 
Copyright © 2000-2009, SatireWire. 
"
Media: Typos in Microsoft Earnings Release!,admin,https://www.satirewire.com/media-typos-in-microsoft-earnings-release/,"







Redmond, Wash. (SatireWire.com) – Initially saddened and confused by this week’s strong earnings report from Microsoft, which gave it little to criticize, the media rebounded strongly today, noting the release had “numerous” typos and grammatical errors that, said one reporter, “clearly show this is a still a company under siege and unsure of its server and operating system markets.” 
“Look at the first sentence – ‘Microsoft Corp. today announced income before accounting change of $2.58 billion for the quarter ended Sept. 30,'” said New York Times editor Frank Sherman. “There should be an ‘an’ before income. That, to me, is indicative of a company that is on its heels, and we have to question its .NET strategy going forward.” 
Joyce Cranston, an editor at Barron’s, said a mixed metaphor found at the end of the third paragraph was evidence of operating system weakness. “They use the phrase ‘a rich set of building blocks’,” she noted. “Excuse me? Building blocks can be rich? I sense a company struggling with the threat from Linux.” 
Added Cranston: “Oh check out this phrase – ‘During the quarter, MSN, the Web’s largest network with more than 210 million unique users worldwide…’ Hello? How about a comma between ‘network’ and ‘with?’ It completely changes the meaning of the sentence, and reeks of anti-competitive behavior.” 
Copyright © 2000-2009, SatireWire. 
"
